17039	693
17130	691
17212	685
17293	679
17374	672
17456	662
17537	665
17617	669
17698	667
17780	670
17861	666
17942	668
18023	671
18105	676
18186	681
18267	686
18348	704
18429	693
18510	697
18591	697
18672	696
18754	691
18835	685
18916	685
18997	681
19079	677
19160	683
19240	682
19321	690
19403	693
19484	693
19565	682
19646	677
19728	672
19809	674
19890	678
19971	686
20052	692
20133	696
20214	688
20296	685
20377	684
20458	681
20539	687
20621	690
20702	685
20783	673
20868	682
20948	683
21029	670
21110	664
21192	680
21273	678
21354	679
21435	671
21517	691
	
48616	677
48699	669
48781	675
48862	682
48943	685
49024	679
49105	677
49186	664
49267	664
49348	661
49430	659
49511	659
49592	661
49673	658
49755	652
49836	650
49916	651
49997	647
50079	643
50160	641
50241	641
50322	644
50404	646
50485	651
50566	658
50647	658
50728	659
50809	658
50890	659
50971	660
51053	660
51134	659
51215	660
51297	658
51378	657
51459	656
51539	657
51624	658
51705	660
51786	662
51868	660
51949	660
52030	664
52111	666
52193	667
52274	664
52355	668
52435	667
52517	672
52598	670
52679	669
52761	671
52842	676
52923	673
53004	667
53086	665
53167	664
53248	663
53328	662
53410	658
53491	659
53572	659
53653	661
53735	658
53816	657
53897	656
53978	657
54060	658
54140	657
54221	657
	
131321	678
131405	674
131486	675
131567	676
131649	685
131730	676
131811	681
131893	687
131974	686
132055	688
132136	675
132217	684
132298	684
132383	696
132464	699
132546	690
132627	701
132708	713
132790	719
132871	724
132952	725
133033	726
133114	725
133196	714
133277	717
133358	720
133440	717
133521	741
133602	733
133684	718
133765	699
133846	695
133927	700
134008	685
134089	692
134171	698
134252	703
134333	706
134415	698
134496	691
134577	696
134659	700
134739	662
134820	657
134902	666
134983	657
135064	707
135146	678
135227	655
135308	650
135390	658
135471	677
135552	653
135633	684
135714	653
135799	650
135880	703
135961	704
	
160061	707
160145	710
160226	713
160307	711
160389	709
160470	713
160550	711
160632	714
160713	710
160794	711
160876	715
160957	713
161038	714
161120	714
161201	709
161282	709
161363	713
161444	713
161525	710
161607	714
161688	716
161769	712
161851	710
161932	716
162013	716
162095	716
162176	716
162256	714
162338	717
162419	717
162500	715
162582	720
162663	721
162744	725
162826	721
162907	718
162988	718
163069	719
163150	719
163231	721
163316	725
163398	721
163479	720
163560	717
163642	715
163723	716
163804	717
163886	720
163966	717
164047	717
164129	716
164210	715
164291	717
164373	716
164454	708
164535	716
164617	714
164698	712
164779	714
164860	714
164941	711
165022	711
165104	716
165185	712
165266	709
165348	709
165429	710
165510	715
165592	709
165672	705
165753	710
165835	708
165916	709
165997	707
166079	710
166160	710
	
190259	720
190343	729
190424	732
190505	728
190586	727
190667	730
190752	741
190833	733
190915	730
190996	727
191077	725
191159	724
191240	725
191321	731
191403	722
191483	720
191564	716
191646	713
191727	714
191808	716
191890	719
191971	721
192052	720
192134	719
192215	721
192295	722
192377	719
192458	716
192539	712
192621	707
192702	709
192784	707
192865	706
192946	709
193028	706
193108	705
193189	708
193271	702
193352	695
193433	694
193515	693
193596	690
193677	691
193759	690
193840	691
193921	695
194002	694
194083	692
194164	687
194249	696
	
308350	750
308433	752
308515	744
308596	741
308677	739
308759	742
308840	728
308921	729
309003	733
309084	734
309165	744
309246	748
309327	745
309408	743
309490	739
309571	743
309652	746
309734	749
309815	764
309896	759
309978	760
310059	759
310139	756
310221	753
310302	754
310383	744
310465	738
310546	738
310628	738
310709	742
310790	742
310872	740
310952	738
311033	735
311115	737
311196	738
311277	740
311359	740
311440	739
311521	742
311603	742
311687	742
311769	743
311849	745
311930	743
312012	738
312093	740
312174	742
312256	748
312337	735
312418	760
312500	737
312581	723
312662	723
312743	726
	
364843	711
364926	711
365007	709
365089	708
365170	705
365251	704
365333	705
365414	710
365495	709
365577	710
365658	711
365739	711
365820	709
365901	705
365982	704
366064	704
366145	706
366226	705
366308	704
366389	707
366470	711
366552	712
366632	716
366714	714
366795	723
366876	727
366958	730
367039	724
367120	727
367205	730
367286	727
367368	725
367449	720
367529	720
367611	725
367692	728
367773	730
367855	731
367936	731
368017	730
368099	730
368180	729
368261	720
368343	722
368423	717
368504	717
368586	718
368667	717
368748	718
368830	719
	
404929	839
405013	840
405094	846
405175	838
405257	838
405338	839
405419	840
405500	841
405581	837
405662	831
405744	804
405825	804
405906	805
405988	805
406069	809
406150	808
406232	808
406312	809
406393	806
406475	808
406556	804
406641	806
406722	801
406804	805
406885	806
406966	804
407048	803
407129	801
407209	805
407291	804
407372	804
407453	803
407535	804
407616	802
407697	800
407779	798
407860	797
407941	796
408023	798
408103	797
408184	798
408266	802
408347	794
408428	795
408510	798
408591	792
408672	791
408754	793
408835	794
408915	797
408997	799
409078	795
409159	798
409241	799
409322	798
409404	798
409485	797
409566	801
409648	799
409729	798
409809	804
409891	806
409972	806
410053	807
410138	806
410219	807
410301	805
410382	805
410463	806
410545	806
410626	809
	
436725	725
436808	723
436890	723
436971	721
437052	721
437134	721
437215	722
437296	719
437378	722
437458	722
437539	725
437621	723
437702	719
437783	721
437865	714
437946	719
438027	719
438109	723
438190	727
438270	728
438352	730
438433	731
438514	733
438596	729
438677	726
438758	718
438840	717
438921	717
439002	716
439084	712
439164	713
439245	712
439327	716
439408	719
439489	719
439574	718
439656	714
439737	717
439818	716
439900	712
439981	710
440061	713
440143	711
440224	702
440305	701
440387	699
440468	704
440549	702
440631	694
440712	681
440793	687
440875	679
440955	678
441036	678
441118	680
441199	679
441280	675
441362	678
441443	682
441524	679
441606	671
441687	672
441767	675
441849	676
441930	673
442011	675
442093	675
442174	678
442255	681
	
463354	716
463438	721
463519	717
463600	720
463682	731
463763	722
463844	718
463926	718
464010	712
464092	717
464173	708
464253	713
464335	717
464416	727
464497	729
464579	711
464660	704
464741	704
464823	705
464904	696
464985	695
465067	693
465147	700
465229	698
465310	692
465391	681
465473	670
465554	684
465635	696
465717	700
465798	705
465879	704
465960	704
466041	715
466122	703
466204	700
466285	680
466366	687
466448	695
466529	692
466610	694
466692	693
466772	690
466853	681
466935	685
467016	700
467097	718
467179	720
467260	711
467341	710
467423	714
467507	702
467589	712
467670	721
467751	721
467832	716
467913	727
467995	723
468076	723
468157	720
468239	734
468320	722
468401	713
468483	695
468563	690
468644	695
468726	709
468807	721
468888	721
468970	721
469051	728
469132	722
469214	716
469295	713
469376	719
469457	710
	
