7.153333299999999895e+01	0.000000000000000000e+00	-1.051465512466183980e-03
7.159999999999999432e+01	2.105997249196915350e-03	1.122574211448191736e-02
7.166666700000000390e+01	5.881294814708355051e-03	3.248353520236575698e-02
7.173333300000000179e+01	8.002789546947688265e-03	4.413603650918718202e-02
7.179999999999999716e+01	1.462464265848244585e-02	4.679247873344128533e-02
7.186666700000000674e+01	1.938292343413169916e-02	4.861396268832447742e-02
7.193333300000000463e+01	2.852367102164383647e-02	7.250342374455223671e-02
7.200000000000000000e+01	2.997766701997253008e-02	9.556414067201114693e-02
7.206666699999999537e+01	2.818051246855548045e-02	8.871426467909644675e-02
7.213333299999999326e+01	3.741645888047286789e-02	7.387958839178783432e-02
7.220000000000000284e+01	4.692084383795162850e-02	1.278682888618978830e-01
7.226666699999999821e+01	5.937196449969431994e-02	1.255087261760755302e-01
7.233333299999999610e+01	8.372791954592377628e-02	1.568975026480058377e-01
7.240000000000000568e+01	1.086196447202013721e-01	1.994069158364204786e-01
7.246666700000000105e+01	1.427473163063963379e-01	2.431810918269730060e-01
7.253333299999999895e+01	1.874951916291452692e-01	2.696497504590439354e-01
7.259999999999999432e+01	2.619085703848634816e-01	3.404708705368993393e-01
7.266666700000000390e+01	3.662409471176067410e-01	4.548713059711965156e-01
7.273333300000000179e+01	4.822545516937918886e-01	5.638660975336939885e-01
7.279999999999999716e+01	5.957088576417811643e-01	6.129318817430112754e-01
7.286666700000000674e+01	7.042792425051682681e-01	6.635339167382527936e-01
7.293333300000000463e+01	8.089597591248349762e-01	6.949663568073936037e-01
7.300000000000000000e+01	8.913709460936659612e-01	7.730731657852875083e-01
7.306666699999999537e+01	9.299087585685862356e-01	8.727998341359453072e-01
7.313333299999999326e+01	9.670672950527052780e-01	9.197997252444483074e-01
7.320000000000000284e+01	1.000000000000000000e+00	9.226631683112740401e-01
7.326666699999999821e+01	9.998444716880360295e-01	9.639419347409884375e-01
7.333333299999999610e+01	9.483308380540698135e-01	1.000000000000000000e+00
7.340000000000000568e+01	8.527739110942607059e-01	9.685803174380556158e-01
7.346666700000000105e+01	7.134936031371335030e-01	8.968502043958419545e-01
7.353333299999999895e+01	5.543554845869229641e-01	8.390204242751821972e-01
7.359999999999999432e+01	3.630495725738828727e-01	6.947186142482919546e-01
7.366666700000000390e+01	2.050754256964874844e-01	4.309818449149688258e-01
7.373333300000000179e+01	1.015467041558161948e-01	2.014046591568571798e-01
7.379999999999999716e+01	5.422846057412651632e-02	7.659171096196625006e-02
7.386666700000000674e+01	2.804435601039442783e-02	3.326589961948882984e-02
7.393333300000000463e+01	1.477795704429786701e-02	3.218665566393400651e-02
7.400000000000000000e+01	8.660879094725657673e-03	4.295452672981712842e-03
7.406666699999999537e+01	6.703214897509047858e-03	-3.503787621580069928e-03
7.413333299999999326e+01	4.803666261702609942e-03	9.413517640628270636e-03
7.420000000000000284e+01	3.317568334214445087e-03	2.148973279936170280e-02
7.426666699999999821e+01	1.965412938737818530e-03	1.864460292834996952e-02
7.433333299999999610e+01	2.135885252207854121e-03	5.164444679292324453e-03
7.440000000000000568e+01	0.000000000000000000e+00	-5.498444448340283203e-03
7.446666700000000105e+01	0.000000000000000000e+00	4.020260896783629779e-04
7.453333299999999895e+01	0.000000000000000000e+00	3.206908083148333338e-03
7.459999999999999432e+01	0.000000000000000000e+00	0.000000000000000000e+00
