5.500000000000000000e+01	0.000000000000000000e+00	1.421000000000000041e-02
5.506666700000000247e+01	0.000000000000000000e+00	7.469500000000017792e-03
5.513333300000000037e+01	0.000000000000000000e+00	0.000000000000000000e+00
5.520000000000000284e+01	0.000000000000000000e+00	-1.345099999999987972e-03
5.526666699999999821e+01	0.000000000000000000e+00	-5.936999999999748034e-04
5.533333300000000321e+01	0.000000000000000000e+00	2.029000000000058535e-04
5.539999999999999858e+01	0.000000000000000000e+00	-1.487899999999986456e-03
5.546666700000000105e+01	0.000000000000000000e+00	5.583300000000013252e-03
5.553333299999999895e+01	0.000000000000000000e+00	-4.110499999999961407e-03
5.560000000000000142e+01	6.278000000000005798e-03	-2.854789999999998718e-02
5.566666699999999679e+01	3.204299999999982163e-02	-1.359389999999999210e-02
5.573333300000000179e+01	6.093999999999999417e-02	3.701680000000001636e-02
5.579999999999999716e+01	1.014729999999999244e-01	1.384935999999999945e-01
5.586666699999999963e+01	1.430339999999996614e-01	2.609735999999999723e-01
5.593333299999999753e+01	2.023739999999998318e-01	5.055728999999999917e-01
5.600000000000000000e+01	2.443439999999998946e-01	8.005273000000001637e-01
5.606666700000000247e+01	2.790399999999997327e-01	9.494512999999999980e-01
5.613333300000000037e+01	3.234939999999997262e-01	1.069511300000000054e+00
5.620000000000000284e+01	3.429039999999998756e-01	1.235606300000000157e+00
5.626666699999999821e+01	3.741740000000000066e-01	1.428775300000000081e+00
5.633333300000000321e+01	3.934169999999999057e-01	1.556065299999999985e+00
5.639999999999999858e+01	4.066250000000000142e-01	1.570207300000000084e+00
5.646666700000000105e+01	4.171409999999999840e-01	1.501246300000000033e+00
5.653333299999999895e+01	4.285069999999997492e-01	1.498834300000000175e+00
5.660000000000000142e+01	4.363779999999999326e-01	1.604271300000000178e+00
5.666666699999999679e+01	4.443389999999998174e-01	1.611319300000000121e+00
5.673333300000000179e+01	4.572899999999999743e-01	1.639454300000000142e+00
5.679999999999999716e+01	4.683059999999996670e-01	1.696197300000000130e+00
5.686666699999999963e+01	4.811469999999999914e-01	1.758545299999999978e+00
5.693333299999999753e+01	4.893049999999998789e-01	1.800010300000000063e+00
5.700000000000000000e+01	4.969639999999997393e-01	1.789625300000000196e+00
5.706666700000000247e+01	5.011539999999996553e-01	1.806428300000000098e+00
5.713333300000000037e+01	5.182609999999998607e-01	1.801701300000000172e+00
5.720000000000000284e+01	5.288519999999996557e-01	1.809434300000000162e+00
5.726666699999999821e+01	5.310619999999999230e-01	1.864538300000000204e+00
5.733333300000000321e+01	5.344879999999996301e-01	1.920927300000000004e+00
5.739999999999999858e+01	5.391829999999999679e-01	1.932229300000000149e+00
5.746666700000000105e+01	5.445379999999997445e-01	1.943193300000000123e+00
5.753333299999999895e+01	5.564899999999997071e-01	1.936663299999999976e+00
5.760000000000000142e+01	5.569269999999999499e-01	1.942502299999999904e+00
5.766666699999999679e+01	5.582270000000000287e-01	1.917681300000000144e+00
5.773333300000000179e+01	5.602599999999999802e-01	1.926045299999999960e+00
