32360	924
32561	924
32863	924
33063	924
33264	924
33466	924
33767	924
33968	924
34169	924
34370	924
34672	924
34873	924
35074	924
35376	924
35576	924
35777	924
35979	923
36280	924
36482	924
36682	924
36883	924
37185	924
37386	924
37586	924
37788	924
38089	924
38291	924
38492	924
38794	923
38994	924
39195	924
39397	924
39698	924
39899	924
40100	924
40301	924
40603	923
40804	924
41005	924
41307	924
41507	924
41708	924
41910	924
42211	924
42413	924
42613	924
42814	924
43116	924
43317	924
43518	924
43719	924
44020	924
44222	924
44423	924
44725	924
44925	924
45126	924
45328	923
45629	924
45830	924
46031	924
46232	924
46534	924
46735	924
46936	924
47238	923
47438	924
47639	923
47841	924
48142	924
48344	924
48544	924
48745	924
49047	924
49248	924
49449	924
49650	924
49951	924
50153	924
50354	924
50656	923
50856	924
51057	924
51259	924
51560	924
51761	924
51962	924
52163	924
52465	924
52666	924
52867	924
53169	923
53369	924
53571	924
53772	924
54073	924
54275	924
54475	924
54676	924
54978	924
