	
Prende
	
9544	19	185	262
9666	8	112	172
9788	6	94	137
9910	5	91	126
10032	5	91	123
10152	4	91	122
10274	4	90	121
10396	4	90	121
10518	4	90	121
10640	4	90	121
10762	4	90	120
10884	4	90	120
11005	4	90	120
11126	4	90	120
11248	4	90	120
11370	4	90	120
11492	4	90	120
11614	4	90	120
11736	4	90	120
11857	170	195	189
11979	128	174	187
12101	6	101	141
12223	5	92	127
12345	366	328	281
12467	7	123	174
12589	5	96	137
12710	391	354	301
12832	277	306	302
12954	11	127	185
13076	7	97	141
13198	292	272	246
13323	7	117	163
13445	210	228	221
13568	8	111	154
13688	11	95	131
13810	8	91	124
13932	98	148	158
14054	131	174	181
14176	138	181	191
14298	6	102	142
14419	5	90	125
14541	48	120	141
14663	4	92	125
14785	6	89	121
14907	4	88	119
15029	4	87	118
15151	10	91	121
15272	4	87	118
15394	70	135	148
15516	285	283	254
15638	25	131	174
15760	7	95	136
15882	4	87	122
16004	4	87	119
16124	4	88	119
16246	4	89	119
16368	4	89	119
16490	92	151	160
16612	105	158	171
16734	249	254	238
16860	323	319	298
16982	388	376	351
17103	511	474	431
17225	588	548	503
17347	666	622	573
17469	690	659	619
17591	738	702	664
17714	767	731	697
17836	791	754	722
17957	779	749	727
18079	756	732	717
18201	659	664	669
18323	371	449	512
18445	257	319	381
18567	59	158	235
18689	122	170	203
18810	203	225	229
18933	366	345	315
19055	584	517	451
19177	688	629	561
19299	730	689	635
19421	783	740	692
19543	800	762	726
19664	781	754	731
19786	558	596	626
19908	374	430	488
20031	262	323	377
20156	9	129	214
20278	6	96	151
20400	9	94	132
20521	7	93	126
20643	3	91	123
20765	3	90	122
20886	3	90	121
21008	6	92	122
21130	9	94	123
	
Apaga
	
	
Prende
	
5518	18	185	262
5640	8	111	171
5762	5	94	137
5883	4	91	126
6005	3	90	122
6127	3	90	121
6248	4	90	121
6370	4	90	120
6492	4	90	120
6614	3	90	120
6734	3	89	120
6856	3	90	120
6978	3	89	120
7100	3	90	120
7222	3	89	119
7343	3	89	120
7464	3	89	120
7586	3	90	120
7708	3	90	120
7830	3	89	120
7951	3	89	120
8073	3	89	120
8195	3	90	120
8336	4	95	125
8458	3	90	121
8580	4	90	120
8701	4	89	119
8823	4	90	120
8944	3	89	119
9066	3	89	120
9188	3	89	119
9310	3	89	120
9431	4	89	120
9552	4	90	120
9674	4	90	120
9796	4	90	120
9918	3	89	120
10039	3	89	119
10161	4	89	120
10283	4	89	120
10404	4	89	120
10526	3	90	120
10648	3	89	119
10770	3	89	119
10891	3	89	119
11013	3	89	120
11134	4	90	120
11256	3	89	120
11378	4	89	120
11500	3	89	120
11622	3	89	120
11743	4	89	119
11865	79	135	147
11986	353	321	278
12108	448	414	369
12237	60	177	234
12359	446	397	353
12481	565	511	455
12603	328	374	390
12725	11	142	222
12847	7	99	153
12968	4	90	130
13090	4	90	123
13212	4	90	121
13334	4	89	120
13455	3	89	120
13577	4	90	120
13699	3	90	120
13820	4	90	120
13942	4	90	120
14064	4	90	120
14186	3	89	120
14307	3	90	120
14429	3	90	120
14551	4	90	120
14672	4	89	120
14794	3	89	120
14916	3	89	119
	
Apaga
	
	
Prende
	
17055	11	174	238
17177	7	109	162
17299	5	94	134
17421	4	91	125
17543	4	90	122
17665	4	91	121
17789	4	92	122
17911	4	91	121
18033	4	90	121
18155	4	90	121
18276	3	90	121
18398	3	90	121
18520	3	90	121
18641	4	90	121
18763	4	90	120
18885	4	90	120
19007	4	90	120
19129	4	90	120
19250	4	90	120
19372	4	90	120
19493	4	90	120
19615	4	90	120
19737	4	90	120
19859	4	90	120
19981	4	90	120
20102	4	90	120
20224	4	90	120
20345	4	90	120
20467	4	90	120
20589	4	90	120
20711	4	90	120
20833	4	90	120
20955	4	90	120
	
Apaga
	
