6063	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
6192	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
6281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6371	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
6461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6551	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
6641	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
6731	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
6821	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
6912	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7002	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7091	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
7181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7735	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
7825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7915	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
8004	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
8094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8184	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
8274	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
8365	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
8455	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
8545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9358	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9448	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9538	591	1	0	0	0	0	0	0	0	0	0	0	0	0	0
9628	735	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9718	833	3	0	0	0	0	0	0	0	0	0	0	0	0	0
9808	878	1	0	0	0	0	0	0	0	0	0	0	0	0	0
9899	863	3	0	0	0	0	0	0	0	0	0	0	0	0	0
9993	892	4	0	0	0	0	0	0	0	0	0	0	0	0	0
10083	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10173	905	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10264	873	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10354	815	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10444	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10534	19	3	0	0	0	0	0	0	0	0	0	0	0	0	0
10625	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11348	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0
11439	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0
11530	0	557	0	0	0	0	0	0	0	0	0	0	0	0	0
11620	0	698	0	0	0	0	0	0	0	0	0	0	0	0	0
11710	0	754	0	0	0	0	0	0	0	0	0	0	0	0	0
11800	0	803	0	0	0	0	0	0	0	0	0	0	0	0	0
11890	0	841	0	0	0	0	0	0	0	0	0	0	0	0	0
11980	0	851	0	0	0	0	0	0	0	0	0	0	0	0	0
12070	0	853	0	0	0	0	0	0	0	0	0	0	0	0	0
12161	0	849	0	0	0	0	0	0	0	0	0	0	0	0	0
12252	0	842	0	0	0	0	0	0	0	0	0	0	0	0	0
12342	0	839	0	0	0	0	0	0	0	0	0	0	0	0	0
12436	0	698	0	0	0	0	0	0	0	0	0	0	0	0	0
12526	0	494	0	0	0	0	0	0	0	0	0	0	0	0	0
12616	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
12706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13611	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
13701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13791	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0
13881	0	0	358	0	0	0	0	0	0	0	0	0	0	0	0
13971	0	0	629	0	0	0	0	0	0	0	0	0	0	0	0
14062	0	0	699	0	0	0	0	0	0	0	0	0	0	0	0
14152	0	0	708	0	0	0	0	0	0	0	0	0	0	0	0
14242	0	0	819	0	0	0	0	0	0	0	0	0	0	0	0
14332	0	0	802	0	0	0	0	0	0	0	0	0	0	0	0
14423	0	0	810	0	0	0	0	0	0	0	0	0	0	0	0
14513	0	0	818	0	0	0	0	0	0	0	0	0	0	0	0
14603	0	0	785	0	0	0	0	0	0	0	0	0	0	0	0
14693	0	0	589	0	0	0	0	0	0	0	0	0	0	0	0
14783	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
14877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15148	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
15238	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
15328	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
15418	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
15508	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
15598	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
15688	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
15778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15868	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
15959	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0
16053	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
16143	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0
16233	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0
16323	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0
16413	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0
16503	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0
16593	0	0	0	436	0	0	0	0	0	0	0	0	0	0	0
16684	0	0	0	537	0	0	0	0	0	0	0	0	0	0	0
16775	0	0	0	643	0	0	0	0	0	0	0	0	0	0	0
16865	0	0	0	641	0	0	0	0	0	0	0	0	0	0	0
16955	0	0	0	770	0	0	0	0	0	0	0	0	0	0	0
17045	0	0	0	711	0	0	0	0	0	0	0	0	0	0	0
17135	0	0	0	804	0	0	0	0	0	0	0	0	0	0	0
17225	0	0	0	764	0	0	0	0	0	0	0	0	0	0	0
17319	0	0	0	761	0	0	0	0	0	0	0	0	0	0	0
