0.000000	4.534970E+0	2.518459E+0	5.259494E-2
0.100000	3.521347E-1	2.518459E+0	5.008654E-2
0.200000	3.521347E-1	2.517168E+0	5.008654E-2
0.300000	3.421040E-1	2.519104E+0	5.259494E-2
0.400000	3.546424E-1	2.518459E+0	5.510335E-2
0.500000	3.521347E-1	2.516522E+0	4.757813E-2
0.600000	3.471194E-1	2.516522E+0	4.757813E-2
0.700000	3.471194E-1	2.519749E+0	5.008654E-2
0.800000	3.471194E-1	2.520395E+0	5.259494E-2
0.900000	3.471194E-1	2.517813E+0	5.761175E-2
1.000000	3.395963E-1	2.519749E+0	4.506973E-2
1.100000	3.395963E-1	2.520395E+0	4.757813E-2
1.200000	3.395963E-1	2.520395E+0	4.757813E-2
1.300000	3.521347E-1	2.519104E+0	5.510335E-2
1.400000	3.471194E-1	2.517813E+0	4.757813E-2
1.500000	3.521347E-1	2.525558E+0	6.012015E-2
1.600000	3.496270E-1	2.547502E+0	7.517057E-2
1.700000	3.521347E-1	2.563637E+0	1.303555E-1
1.800000	3.496270E-1	2.600426E+0	2.256748E-1
1.900000	3.471194E-1	2.632696E+0	2.908933E-1
2.000000	3.421040E-1	2.650768E+0	3.937378E-1
2.100000	3.471194E-1	2.668194E+0	4.163135E-1
2.200000	3.395963E-1	2.699819E+0	5.517673E-1
2.300000	3.521347E-1	2.750806E+0	7.022715E-1
2.400000	3.471194E-1	2.806311E+0	6.470866E-1
2.500000	3.471194E-1	2.859880E+0	9.104690E-1
2.600000	3.471194E-1	2.900541E+0	9.882295E-1
2.700000	3.395963E-1	2.946365E+0	1.088566E+0
2.800000	3.395963E-1	2.981217E+0	1.081040E+0
2.900000	3.521347E-1	3.016715E+0	1.244087E+0
3.000000	3.395963E-1	3.048340E+0	1.254120E+0
3.100000	3.446117E-1	3.076092E+0	1.464826E+0
3.200000	3.496270E-1	3.103200E+0	1.394591E+0
3.300000	3.496270E-1	3.143860E+0	1.896272E+0
3.400000	3.471194E-1	3.207756E+0	1.587738E+0
3.500000	3.471194E-1	3.239381E+0	1.856137E+0
3.600000	3.421040E-1	3.237445E+0	1.655465E+0
3.700000	3.521347E-1	3.240672E+0	1.652956E+0
3.800000	3.496270E-1	3.254871E+0	1.595263E+0
3.900000	3.446117E-1	3.295532E+0	2.064335E+0
4.000000	3.471194E-1	3.363300E+0	1.587738E+0
4.100000	3.471194E-1	3.451075E+0	1.625364E+0
4.200000	3.496270E-1	3.527879E+0	1.728209E+0
4.300000	3.421040E-1	3.562086E+0	1.710650E+0
4.400000	3.471194E-1	3.598229E+0	1.795935E+0
4.500000	3.471194E-1	3.620818E+0	1.818511E+0
4.600000	3.421040E-1	3.682132E+0	1.703125E+0
4.700000	3.471194E-1	3.728601E+0	1.813494E+0
4.800000	3.521347E-1	3.773135E+0	1.966507E+0
4.900000	3.471194E-1	3.825413E+0	1.891255E+0
5.000000	3.521347E-1	3.882854E+0	1.921356E+0
5.100000	3.471194E-1	3.954495E+0	2.024200E+0
5.200000	3.521347E-1	3.983538E+0	2.066843E+0
5.300000	3.471194E-1	4.031944E+0	2.144604E+0
5.400000	3.521347E-1	4.073250E+0	2.182230E+0
5.500000	3.521347E-1	4.128755E+0	2.259990E+0
5.600000	3.471194E-1	4.170062E+0	2.222364E+0
5.700000	3.471194E-1	4.196523E+0	2.249957E+0
5.800000	3.471194E-1	4.236539E+0	2.297616E+0
5.900000	3.395963E-1	4.266873E+0	2.357818E+0
6.000000	3.421040E-1	4.299143E+0	2.307650E+0
6.100000	3.471194E-1	4.357876E+0	2.375377E+0
6.200000	3.395963E-1	4.397246E+0	2.488255E+0
6.300000	3.521347E-1	4.416608E+0	2.300125E+0
6.400000	3.421040E-1	4.448878E+0	2.327717E+0
6.500000	3.521347E-1	4.465659E+0	2.337751E+0
6.600000	3.395963E-1	4.483085E+0	2.325209E+0
6.700000	3.471194E-1	4.492121E+0	2.433070E+0
6.800000	3.471194E-1	4.482440E+0	2.345276E+0
6.900000	3.521347E-1	4.497284E+0	2.347784E+0
7.000000	3.446117E-1	4.512774E+0	2.440595E+0
7.100000	3.471194E-1	4.498575E+0	2.606150E+0
7.200000	3.471194E-1	4.524391E+0	2.510830E+0
7.300000	3.521347E-1	4.561825E+0	2.668860E+0
7.400000	3.471194E-1	4.598613E+0	2.555982E+0
7.500000	3.471194E-1	4.635402E+0	2.651301E+0
7.600000	3.521347E-1	4.673481E+0	2.648793E+0
7.700000	3.521347E-1	4.738667E+0	2.676385E+0
7.800000	3.521347E-1	4.736731E+0	2.636251E+0
7.900000	3.471194E-1	4.747058E+0	2.766688E+0
8.000000	3.471194E-1	4.785782E+0	2.759162E+0
8.100000	3.421040E-1	4.817407E+0	2.656318E+0
8.200000	3.496270E-1	4.862586E+0	2.708994E+0
8.300000	3.471194E-1	4.858068E+0	2.779230E+0
8.400000	3.521347E-1	4.852259E+0	2.884583E+0
8.500000	3.546424E-1	4.877430E+0	2.794280E+0
8.600000	3.471194E-1	4.902601E+0	2.751637E+0
8.700000	3.471194E-1	4.925191E+0	2.751637E+0
8.800000	3.471194E-1	4.921964E+0	2.744112E+0
8.900000	3.496270E-1	4.921964E+0	2.701469E+0
9.000000	3.471194E-1	4.954234E+0	2.693944E+0
9.100000	3.446117E-1	4.938099E+0	2.796788E+0
9.200000	3.395963E-1	4.961979E+0	2.801805E+0
9.300000	3.521347E-1	4.933581E+0	2.829398E+0
9.400000	3.496270E-1	4.941326E+0	2.791772E+0
9.500000	3.421040E-1	4.938744E+0	2.839431E+0
9.600000	3.521347E-1	5.023293E+0	2.841940E+0
9.700000	3.521347E-1	5.058145E+0	2.889599E+0
9.800000	3.546424E-1	5.023293E+0	2.859499E+0
9.900000	3.471194E-1	4.943262E+0	2.779230E+0
10.000000	3.471194E-1	4.981987E+0	2.676385E+0
10.100000	3.421040E-1	4.987795E+0	2.821873E+0
10.200000	3.471194E-1	5.034910E+0	2.839431E+0
10.300000	3.471194E-1	5.059436E+0	2.819364E+0
10.400000	3.521347E-1	5.058790E+0	2.746620E+0
10.500000	3.421040E-1	5.060727E+0	2.784246E+0
10.600000	3.421040E-1	5.043301E+0	2.856990E+0
10.700000	3.395963E-1	4.961334E+0	2.711503E+0
10.800000	3.471194E-1	4.909701E+0	2.683910E+0
10.900000	3.471194E-1	4.911637E+0	2.724045E+0
11.000000	3.421040E-1	4.894211E+0	2.706486E+0
11.100000	3.521347E-1	4.874849E+0	2.766688E+0
11.200000	3.471194E-1	4.825152E+0	2.739095E+0
11.300000	3.471194E-1	4.774810E+0	2.759162E+0
11.400000	3.395963E-1	4.761257E+0	2.744112E+0
11.500000	3.521347E-1	4.732213E+0	2.806822E+0
11.600000	3.421040E-1	4.725759E+0	2.621200E+0
11.700000	3.421040E-1	4.721241E+0	2.676385E+0
11.800000	3.521347E-1	4.676708E+0	2.809331E+0
11.900000	3.471194E-1	4.664445E+0	2.744112E+0
12.000000	3.395963E-1	4.650892E+0	2.799297E+0
12.100000	3.471194E-1	4.603777E+0	2.766688E+0
12.200000	3.471194E-1	4.552789E+0	2.678894E+0
12.300000	3.471194E-1	4.509547E+0	2.729062E+0
12.400000	3.546424E-1	4.466950E+0	2.698961E+0
12.500000	3.421040E-1	4.430807E+0	2.656318E+0
12.600000	3.471194E-1	4.365621E+0	2.528389E+0
12.700000	3.471194E-1	4.366911E+0	2.553473E+0
12.800000	3.521347E-1	4.317215E+0	2.483238E+0
