32	0	0	0
89	0	0	0
130	0	0	0
171	0	0	0
212	0	0	0
253	0	0	0
294	0	0	0
336	0	0	0
377	0	0	0
418	0	0	0
460	0	0	0
501	0	0	0
542	0	0	0
584	0	0	0
625	0	0	0
666	0	0	0
707	0	0	0
749	0	0	0
790	0	0	0
831	0	0	0
873	0	0	0
914	0	0	0
955	0	0	0
997	0	0	0
1038	0	0	0
1080	0	0	0
1121	0	0	0
1162	0	0	0
1204	0	0	0
1245	0	0	0
1287	0	0	0
1328	0	0	0
1369	0	0	0
1411	0	0	0
1452	0	0	0
1494	0	0	0
1534	0	0	0
1575	0	0	0
1617	0	0	0
1658	0	0	0
1700	0	0	0
1741	0	0	0
1782	0	0	0
1824	0	0	0
1865	0	0	0
1911	0	0	0
1952	0	0	0
1993	0	0	0
2035	0	0	0
2076	0	0	0
2118	0	0	0
2159	0	0	0
2200	0	0	0
2242	0	0	0
2283	0	0	0
2325	0	0	0
2366	0	0	0
2407	0	0	0
2449	0	0	0
2490	0	0	0
2532	0	0	0
2573	0	0	0
2614	0	0	0
2656	0	0	0
2697	0	0	0
2739	0	0	0
2780	0	0	0
2821	0	0	0
2863	0	0	0
2904	0	0	0
2946	0	0	0
2987	0	0	0
3028	0	0	0
3069	0	0	0
3110	0	0	0
3152	0	0	0
3193	0	0	0
3235	0	0	0
3276	0	0	0
3317	0	0	0
3359	0	0	0
3400	0	0	0
3442	0	0	0
3483	0	0	0
3524	0	0	0
3566	0	0	0
3607	0	0	0
3649	0	0	0
3694	0	0	0
3735	0	0	0
3777	0	0	0
3818	0	0	0
3860	0	0	0
3901	2	0	0
3942	12	0	0
3984	51	0	0
4025	157	0	0
4067	82	0	0
4108	121	0	0
4150	245	0	0
4192	225	0	0
4233	257	0	0
4275	250	0	0
4316	237	0	0
4358	268	0	0
4399	143	0	0
4441	21	0	0
4482	15	0	0
4524	10	0	0
4564	7	0	0
4606	2	0	0
4647	5	0	0
4689	5	0	0
4730	11	0	0
4772	276	0	0
4813	291	0	0
4855	206	0	0
4896	290	0	0
4938	203	0	0
4979	235	0	0
5021	282	0	0
5063	324	0	0
5104	215	0	0
5146	180	0	0
5187	108	0	0
5229	5	0	0
5270	0	0	0
5316	0	0	0
5357	1	0	0
5398	0	0	0
5440	0	0	0
5481	0	0	0
5523	0	0	0
5564	0	0	0
5605	1	0	0
5647	9	0	0
5688	299	0	0
5730	163	0	0
5771	253	0	0
5813	253	0	0
5855	224	0	0
5896	232	0	0
5938	211	0	0
5979	150	0	0
6021	36	0	0
6062	9	0	0
6104	1	0	0
6145	0	0	0
6187	0	0	0
6227	7	0	0
6268	9	0	0
6310	52	0	0
6351	146	0	0
6393	194	0	0
6434	190	0	0
6476	172	0	0
6517	136	0	0
6559	82	0	0
6601	63	0	0
6642	30	0	0
6684	13	0	0
6725	4	0	0
6766	3	0	0
6808	1	0	0
6849	0	0	0
6891	10	0	0
6932	44	0	0
6978	98	0	0
7019	160	0	0
7061	197	0	0
7102	183	0	0
7144	165	0	0
7185	202	0	0
7227	64	0	0
7268	38	0	0
7310	16	0	0
7351	15	0	0
7393	5	0	0
7434	3	0	0
7476	7	0	0
