10437	0	0	0	953
10643	0	0	0	993
10825	0	2	0	944
11008	0	3	0	904
11190	0	0	0	867
11373	0	0	0	852
11555	0	0	0	855
11738	0	0	14	840
11920	0	0	12	831
12102	0	0	14	826
12285	0	0	0	793
12468	0	0	21	777
12650	0	0	0	757
12832	0	0	14	755
13016	0	0	14	742
13198	0	0	15	783
13380	0	0	21	770
13562	0	0	6	740
13746	0	0	0	773
13928	0	0	11	771
14110	0	0	16	744
14292	0	0	33	784
14476	0	0	28	745
14658	0	0	15	712
14840	1	0	31	698
15023	0	0	14	679
15206	0	0	24	662
15388	0	0	28	638
15570	1	0	16	629
15753	0	0	16	631
15939	0	0	15	637
16121	0	0	29	658
16305	0	0	14	652
16487	0	0	30	624
16669	0	0	23	627
16852	0	0	16	612
17035	0	0	9	611
17217	0	0	8	624
17399	0	0	15	679
17582	1	0	15	709
17765	0	0	32	687
17947	5	19	0	730
18129	1	1	6	979
18312	0	92	0	995
18495	3	68	0	961
18677	58	112	0	982
18860	0	66	0	1005
19043	5	72	0	1008
19225	98	50	0	966
19407	0	69	0	947
19591	0	45	0	947
19773	0	51	0	1007
19955	1	22	0	999
20137	0	17	0	1021
20321	0	14	0	1023
20503	1	20	0	1007
20685	0	21	0	1023
20869	8	20	1	1011
21055	0	115	0	1002
21237	11	157	0	1008
21421	10	21	0	1012
21603	6	52	0	1015
21785	0	23	0	1010
21968	3	38	0	1005
22151	3	24	0	1002
22333	0	25	0	1021
22516	0	60	0	1010
22699	0	73	0	1020
22881	6	70	0	1016
23064	0	79	0	1010
23246	5	26	0	1011
23429	18	69	0	1011
23612	29	56	0	1023
23794	1	84	0	1014
23977	2	96	17	1021
24160	5	146	0	1020
24342	2	51	0	1001
24525	12	20	0	1007
24708	0	10	0	1007
24891	33	47	0	1023
25073	4	148	0	1008
25255	4	211	0	1009
25439	40	55	0	1004
25621	16	166	0	973
25807	5	96	0	927
25990	3	104	0	896
26173	9	62	0	864
26355	21	118	0	839
26537	0	93	0	808
26721	5	76	0	863
26903	7	61	0	938
27085	0	36	0	961
27268	56	91	0	992
27451	57	90	0	1003
27633	53	77	0	1002
27816	0	114	0	988
27999	0	171	0	967
28181	0	197	0	1008
28364	2	160	0	987
28547	9	225	0	973
28729	0	69	0	950
28912	0	14	1	969
29094	0	10	83	944
29277	0	248	0	961
29460	0	80	0	950
29642	0	456	0	923
29825	0	195	0	896
30007	6	16	0	909
30190	5	14	0	886
30372	0	73	0	904
30555	0	35	0	874
30741	6	70	0	876
30923	0	112	0	850
31107	3	128	0	811
31289	0	105	0	794
31471	0	102	0	781
31654	0	34	3	785
31837	0	11	0	950
32019	9	7	0	989
32201	0	45	17	995
32385	0	20	0	966
32567	5	5	0	928
32749	0	7	0	899
32931	54	30	0	874
33115	95	8	0	936
33297	154	6	7	930
33479	241	10	0	972
33662	181	4	0	934
33845	148	15	0	916
34027	1	27	0	899
34210	0	3	1	921
34393	0	0	15	884
34575	0	1	23	858
34757	0	86	16	826
34940	0	93	8	801
35123	0	103	0	808
35305	0	0	0	798
35487	1	0	0	814
35671	0	1	13	813
35856	0	71	0	836
36039	0	82	0	827
36221	0	0	0	833
36404	0	25	0	865
36586	0	64	0	850
36769	0	36	0	828
36952	0	0	0	799
37134	0	0	0	785
37316	0	84	4	775
37499	2	0	0	781
37682	0	0	0	799
37864	3	0	0	969
38046	0	0	0	989
38228	0	65	0	952
38412	0	63	0	1020
38594	3	0	0	988
38776	3	2	0	940
38959	2	0	5	925
39141	0	0	0	888
39324	24	0	0	872
39506	0	3	0	926
39689	107	29	0	924
39871	129	27	0	923
40054	135	90	0	956
40237	150	40	0	932
40420	88	91	0	923
40602	133	108	0	922
40785	212	85	0	938
40968	126	137	0	947
41154	147	107	0	955
41336	278	15	0	949
41520	143	49	0	923
41702	232	54	0	972
41885	176	22	0	999
42067	124	108	0	994
42251	183	102	1	969
42433	189	114	0	951
42616	241	71	0	987
42799	30	11	0	980
42981	0	0	0	945
43164	0	2	0	917
43346	0	0	0	913
43529	0	4	0	953
43711	23	0	0	963
43893	21	5	0	938
44077	0	15	0	914
44259	0	0	0	986
44441	45	0	0	993
44623	36	0	0	992
44807	0	0	0	1000
44989	0	0	0	999
45171	0	0	0	988
45353	44	0	0	962
45536	0	0	0	953
45719	0	0	0	982
45901	4	0	0	962
46087	0	0	0	948
46269	0	0	0	918
46452	4	0	0	935
46635	0	0	14	898
46817	0	0	0	873
46999	0	0	1	871
47181	0	4	0	908
47365	3	0	13	867
47547	0	0	14	915
47729	0	0	0	873
47911	0	0	0	854
48094	0	0	0	828
48277	0	5	14	824
48459	0	1	0	824
48642	0	1	15	829
48824	0	0	0	824
49007	0	0	0	823
49189	0	12	0	839
49372	0	7	0	941
49554	0	80	0	913
49736	0	43	0	874
49920	0	0	0	918
50102	0	0	0	942
50284	0	6	0	958
50466	0	79	1	973
50649	0	79	0	937
50832	0	0	0	947
51014	0	0	0	928
51196	0	80	0	898
51379	0	0	0	859
51565	0	0	0	839
51747	0	2	0	821
51930	2	1	0	812
52112	0	38	1	858
52295	0	0	0	874
52477	0	8	0	875
52660	0	0	0	876
52842	0	0	0	836
53024	0	5	0	810
53208	0	0	0	820
53390	0	4	0	794
53572	0	0	0	814
53754	0	0	0	843
53937	0	0	0	808
54119	0	0	0	810
54302	0	0	0	784
54484	0	0	15	772
54667	3	0	0	739
54849	42	0	1	712
55032	0	0	0	729
55215	0	0	0	718
55397	0	0	0	726
55579	0	0	0	728
55761	0	0	0	685
55944	0	3	13	668
56127	0	0	13	667
56309	0	78	1	670
56492	0	0	0	705
56674	0	0	0	719
56860	0	9	0	714
57042	0	91	0	827
57225	2	0	0	943
57408	1	0	0	917
57590	0	0	2	899
57773	0	0	0	867
57955	47	0	0	828
58137	0	0	0	910
58319	0	0	0	867
58503	0	0	0	852
58685	9	0	2	812
58867	0	0	0	793
59049	0	0	0	809
59232	0	0	0	839
59415	8	1	0	886
59597	0	0	0	970
59780	0	0	0	942
59962	0	5	0	910
60144	1	0	0	962
60326	0	0	0	970
60510	0	0	0	957
60692	0	0	0	931
60874	0	3	0	885
61057	1	0	0	851
61239	0	0	0	829
61422	0	0	0	792
61604	0	0	0	780
61787	0	0	0	819
61969	28	0	0	813
62151	0	0	0	786
62338	1	0	0	794
62520	0	0	0	797
62702	0	35	0	807
62884	0	0	0	784
63068	3	0	0	753
63250	0	0	0	725
63432	0	0	0	715
63614	0	0	0	721
63797	0	0	0	486
63980	0	0	0	643
64162	0	0	0	753
64345	0	0	0	744
64527	0	2	0	731
64709	29	24	0	735
64892	0	0	0	845
65075	0	0	0	805
65257	28	1	1	780
65439	2	0	0	961
65622	0	0	1	989
65805	0	0	0	913
65987	0	0	0	911
66169	0	40	0	883
66352	0	14	0	847
66534	0	0	0	822
66717	0	68	0	802
66899	0	0	0	847
67082	0	0	0	820
67264	0	0	0	791
67446	0	0	0	922
67630	0	0	0	989
67815	0	0	0	946
67997	1	0	0	904
68179	2	0	0	914
68363	0	3	0	938
68545	0	0	0	907
68727	0	0	0	869
68910	0	0	0	855
69092	0	8	0	887
69275	0	0	0	903
69457	0	23	300	918
69640	288	27	215	898
69823	323	24	245	898
70005	228	38	261	887
70189	250	71	244	957
70372	230	27	203	928
70554	307	61	240	923
70737	323	103	205	914
70920	193	62	259	931
71103	164	89	336	978
71286	143	68	212	956
71469	331	46	289	941
71652	314	47	274	910
71834	292	99	306	892
72017	334	38	218	878
72200	243	53	188	876
72387	211	32	266	853
72569	144	144	187	880
72753	162	112	339	861
72935	187	114	252	868
73118	254	174	208	844
73302	205	90	260	819
73484	238	80	405	806
73667	216	134	208	777
73850	192	61	346	773
74033	241	209	294	756
74216	244	175	332	748
74399	129	275	249	790
74582	182	112	323	841
74765	280	164	265	814
74948	257	274	355	894
75130	294	279	296	881
75314	205	249	316	856
75497	244	238	228	831
75679	451	197	374	816
75863	138	272	386	802
76046	173	248	250	843
76228	109	258	241	815
76411	137	239	245	864
76598	216	215	186	874
76781	213	269	167	845
76963	222	275	258	826
77147	281	246	294	813
77330	270	246	168	783
77512	338	268	197	770
77696	296	211	210	771
77879	275	229	223	758
78061	254	155	282	747
78244	290	209	189	739
78428	311	253	283	743
78610	365	209	312	740
78793	235	162	332	733
78977	272	148	220	772
79159	198	156	322	768
79342	263	220	333	773
79525	268	222	327	779
79708	222	275	300	782
79891	260	140	270	772
80074	233	136	275	810
80257	228	301	347	811
80440	195	254	354	799
80626	299	258	363	790
80809	252	281	354	788
80993	176	262	329	824
81175	175	291	308	798
81358	186	213	211	782
81542	308	208	219	775
81724	302	200	235	763
81907	276	222	246	758
82091	209	233	362	758
82273	221	146	301	748
82456	232	216	241	784
82639	148	226	355	858
82822	116	168	247	827
83005	132	162	318	815
83188	114	218	223	793
83371	74	182	210	789
83554	119	213	236	777
83737	125	145	141	788
83919	37	93	121	841
84103	4	65	56	841
84285	0	58	7	855
84467	6	62	0	861
84651	0	13	0	836
84836	0	12	1	825
85018	0	0	0	825
85201	0	3	0	823
85384	0	5	0	808
85566	0	17	5	783
85748	0	13	7	759
85932	0	19	7	747
86114	0	0	0	744
86296	0	0	4	793
86478	0	0	0	799
86661	0	0	0	837
86844	0	0	0	816
87026	0	0	0	814
87208	0	0	1	821
87391	0	0	0	801
87573	0	0	0	788
87755	0	0	0	790
87939	0	0	0	834
88121	0	0	0	863
88303	0	53	0	998
88485	0	0	0	989
88668	0	0	0	971
88851	0	60	0	952
89033	0	0	0	918
89216	0	8	0	883
89398	0	0	0	856
89580	0	71	0	847
89763	0	63	0	849
89946	0	110	0	986
90128	2	76	0	942
90314	0	13	0	958
90497	10	0	0	921
90679	14	0	0	894
90862	133	0	0	866
91044	0	0	0	838
91227	0	0	0	804
91409	2	0	0	784
91591	9	0	0	928
91774	39	0	0	912
91957	6	6	0	884
92139	2	5	0	921
92321	0	0	0	941
92504	2	111	0	914
92687	0	0	0	904
92869	0	0	0	872
93051	0	25	0	851
93234	3	0	0	866
93417	0	0	31	955
93599	2	244	0	985
93782	0	0	0	998
93964	0	0	0	954
94147	0	0	0	912
94329	0	0	0	889
94512	0	0	0	863
94694	0	0	0	837
94876	0	0	0	836
95058	0	0	0	853
95242	0	0	0	838
95424	0	0	0	830
95609	0	0	0	859
95793	0	0	5	984
95975	0	0	0	965
96157	0	0	0	922
96339	0	0	0	885
96522	0	0	0	858
96704	0	0	0	825
96887	6	0	0	795
97070	1	0	0	797
97252	3	0	605	882
97434	0	0	413	946
97617	1	0	0	957
97800	1	0	0	970
97982	1	0	0	932
98164	1	0	1	898
98347	1	0	0	884
98530	1	0	1	881
98712	0	0	0	870
98894	0	0	0	851
99077	0	0	0	856
99259	0	0	0	856
99441	0	1	0	870
99624	204	380	0	924
99807	0	669	0	891
99989	0	0	1	878
100172	0	0	5	850
100355	0	0	0	954
100537	0	0	0	974
100719	3	4	0	927
100905	0	0	0	883
101088	4	0	0	852
101271	4	9	0	827
101453	2	52	0	921
101636	24	0	0	911
101819	0	0	0	938
102001	0	0	0	913
102183	7	7	0	957
102366	0	25	0	947
102549	0	0	0	915
102731	4	23	0	893
102914	0	0	0	885
103097	0	70	0	876
103279	4	0	0	872
103461	0	0	0	871
103644	0	108	0	837
103827	0	1	0	837
104009	0	9	0	805
104192	0	0	0	811
104375	0	0	0	794
104557	1	0	0	853
104739	0	65	0	858
104922	1	0	0	926
105105	2	3	0	904
105287	2	0	0	865
105469	1	8	0	831
105652	7	0	0	801
105835	0	3	0	827
106020	8	31	0	822
106204	9	14	0	957
106386	4	5	0	920
106568	9	0	0	888
106752	8	0	0	870
106934	5	0	0	921
107116	2	0	0	912
107298	22	2	0	876
107482	3	4	0	889
107664	1	3	0	926
107846	2	2	0	925
108029	2	6	0	902
	
433	0	0	0	883
617	0	0	0	862
799	0	0	0	846
982	0	0	0	832
1164	0	0	0	822
1346	0	0	0	816
1528	0	0	0	813
1712	0	0	0	815
1894	0	0	0	824
2076	0	25	0	830
2258	0	23	0	813
2441	0	1	0	793
2623	0	0	0	762
2805	0	13	0	786
2988	0	16	0	843
3171	0	17	0	953
3353	0	18	0	1003
3535	0	19	0	985
3755	0	12	0	948
3938	0	12	0	907
4120	0	13	0	877
4302	0	10	0	852
4485	0	41	0	983
4667	1	42	8	997
4849	0	42	0	992
	
3400	0	0	0	146
3585	0	0	0	231
3767	0	0	0	201
3950	0	0	0	125
4132	0	0	0	164
4315	0	0	0	175
4497	0	0	0	46
4679	0	0	0	118
4861	0	0	0	77
5044	0	0	0	209
5226	0	0	0	127
5408	0	0	0	85
5591	0	0	0	92
5773	0	0	2	112
5955	0	0	0	96
6137	0	0	0	80
6320	0	0	0	179
6502	0	0	0	55
6684	0	0	0	107
6866	0	0	0	86
7049	3	0	0	122
7232	0	0	0	93
7414	3	0	0	29
7597	193	81	0	93
7779	219	84	0	85
7998	355	92	0	98
8180	316	112	0	169
8364	377	237	0	79
8546	526	202	0	185
8728	678	93	0	236
8911	619	15	0	152
9094	567	103	0	163
9277	539	73	0	55
9459	446	8	0	115
9641	410	269	0	104
9824	460	119	0	48
10007	183	3	0	95
10189	0	0	0	120
10372	0	1	0	331
10554	14	0	0	266
10737	0	0	114	194
10919	0	0	72	300
11102	0	1	47	379
11285	0	0	0	89
11467	0	0	0	115
11650	0	0	0	165
11832	0	2	0	149
12014	0	0	0	113
12196	0	0	0	26
12379	45	22	0	51
12562	412	39	0	15
12744	597	114	0	43
12926	598	6	0	63
13116	624	3	0	68
13298	392	33	0	53
13480	591	61	0	62
13664	583	58	0	48
13846	676	46	0	69
14028	785	5	0	39
14212	597	6	0	28
14394	339	5	0	61
14576	315	7	0	44
14758	354	0	0	19
14942	407	3	0	40
15124	478	105	0	8
15306	361	0	0	7
15489	139	0	0	0
15672	0	0	0	38
15854	0	0	0	111
16036	0	0	0	141
16219	0	0	1	179
16401	0	0	0	219
16583	0	0	0	292
16766	0	0	39	261
16949	127	0	35	110
17131	92	0	43	49
17314	0	0	62	31
17497	0	0	0	5
17679	0	0	0	10
17861	97	4	0	16
18043	366	0	0	18
18226	509	0	0	61
18412	484	0	0	39
18595	435	0	0	32
18778	435	0	0	19
18960	292	0	0	3
19142	364	0	0	39
19324	234	0	0	19
19508	361	0	0	216
19690	400	0	0	216
19872	280	0	1	182
20056	382	1	2	64
20238	449	0	2	105
20420	525	0	2	203
20603	375	154	0	5
20786	236	33	0	3
20968	14	3	0	7
21150	0	0	29	53
21334	0	0	29	96
21516	0	0	0	32
21698	0	0	0	10
21880	0	0	0	41
22063	0	0	0	45
22245	0	0	0	1
22427	0	0	0	37
22609	0	0	0	14
22792	0	0	0	4
22974	0	0	0	86
23156	0	0	0	9
23339	0	0	0	4
23521	0	0	0	41
23704	0	0	0	23
23889	0	0	0	30
24072	0	0	0	173
24255	0	0	0	51
24437	0	0	0	213
24620	0	78	0	182
24802	0	0	0	345
24984	0	0	0	145
25166	0	0	0	273
25350	0	0	0	249
25532	0	5	0	277
25714	0	0	0	132
25896	0	28	0	23
26079	0	55	0	38
26261	0	22	0	218
26444	411	5	0	69
26627	366	105	0	0
26809	368	94	0	229
26992	403	157	0	43
27174	422	27	0	59
27358	456	4	0	96
27540	451	0	0	110
27722	437	0	0	110
27905	478	3	0	98
28088	485	0	0	114
28270	524	1	0	52
28452	502	0	0	57
28636	0	12	0	63
28818	0	1	0	42
29000	0	0	23	162
29186	0	0	0	208
29369	0	0	3	264
29551	0	0	0	317
29733	0	0	0	343
29916	0	0	0	235
30098	0	0	1	222
30281	0	0	17	134
30464	0	0	0	97
30646	0	17	0	93
30828	0	27	0	34
31010	0	77	3	11
31193	0	67	0	160
31376	324	0	0	70
31558	340	2	0	13
31740	304	0	0	160
31924	311	0	0	31
32106	0	0	0	39
32288	466	0	0	28
32471	264	0	0	25
32653	0	1	0	52
32836	0	0	0	169
33018	0	0	0	179
33201	0	0	0	175
33383	0	0	0	165
33565	0	0	0	1
33747	0	0	0	191
33931	0	1	0	3
34113	0	0	0	72
34295	0	0	0	2
34478	0	0	0	1
34663	0	0	0	2
34845	26	0	0	1
35027	0	0	0	0
35210	0	0	0	5
35392	0	0	0	0
35574	0	0	0	2
35757	5	0	0	139
35939	10	0	0	0
36121	0	0	0	250
36304	0	5	0	52
36487	0	0	0	101
36669	0	0	0	15
36851	0	0	0	30
37033	0	0	0	34
37216	0	0	0	29
37398	0	0	0	83
37580	0	0	182	40
37764	0	69	0	22
37946	0	0	0	70
38128	0	0	0	14
38310	3	0	0	133
38493	1	0	0	124
38675	1	0	0	20
38857	2	0	0	98
39041	0	64	0	26
39223	2	76	0	87
39405	3	0	0	243
39587	2	0	0	81
39770	0	0	0	47
39952	2	0	0	265
40134	8	0	0	3
40316	0	0	0	220
40503	3	0	0	218
40685	3	0	0	198
40867	4	0	0	91
41051	4	0	0	77
41233	0	0	0	62
41415	0	0	0	280
41597	0	0	0	193
41780	0	0	0	66
41962	0	0	0	99
42144	0	0	0	90
42327	0	0	0	182
42510	0	0	2	20
42692	1	0	0	22
42874	0	0	0	288
43057	0	0	0	45
43239	0	0	0	17
43421	0	0	0	0
43603	0	0	0	52
43786	0	0	0	15
43968	0	0	0	34
44150	0	7	0	72
44333	0	0	0	56
44516	0	0	0	72
44698	0	0	0	98
44880	0	0	0	102
45063	0	0	0	90
45245	0	0	0	194
45427	0	0	0	250
45609	0	0	0	16
45792	0	3	0	54
45975	0	3	0	49
46160	0	3	0	4
46343	0	0	0	24
46525	0	0	0	16
46707	0	0	0	22
46889	0	0	0	17
47072	0	0	0	54
47255	0	0	0	28
47437	0	0	0	23
47620	0	0	0	31
47802	0	0	0	26
47984	0	0	0	33
48166	0	0	0	23
48349	0	0	0	28
48531	0	0	0	26
48713	0	0	0	31
48896	0	0	0	39
49078	0	0	0	52
49261	0	0	0	33
49443	0	0	0	40
49626	0	0	0	34
49808	0	0	0	30
49990	0	0	0	32
50172	0	0	0	37
50355	0	0	0	35
50537	0	0	0	35
50719	0	0	0	41
50902	0	0	0	32
51085	0	0	0	35
51267	0	0	0	43
51449	0	0	0	47
51632	0	0	0	51
51814	0	0	0	32
51996	0	0	0	40
52183	0	0	3	34
52365	0	0	0	47
52547	0	0	0	55
52729	0	0	0	38
52912	0	0	0	35
53094	0	5	4	22
53276	0	3	0	21
53458	0	2	0	21
53641	0	2	0	41
53823	0	2	0	45
54006	0	0	0	34
54189	0	0	0	8
54371	0	1	0	42
54553	0	0	0	53
54735	0	0	0	43
54918	0	0	0	41
55100	0	0	12	54
55282	0	0	0	54
55464	0	0	92	54
55647	0	0	2	64
55830	0	0	2	48
56012	0	8	10	224
56195	0	5	6	45
56377	0	20	1	46
56559	0	16	33	56
56741	0	20	8	18
56925	0	27	0	22
57107	0	4	6	38
57289	0	1	29	60
57472	0	0	8	51
57654	0	0	17	26
57840	0	16	16	28
58022	0	15	1	31
58205	0	15	1	24
58387	0	27	0	31
58570	0	4	0	31
58753	0	0	0	25
58935	0	0	1	34
59117	0	0	0	25
59299	0	0	0	20
59482	0	0	0	15
59664	0	0	0	16
59846	0	0	0	20
60028	0	0	1	27
60211	0	0	0	61
60394	0	0	4	32
60576	0	0	0	50
60759	0	0	0	65
60941	7	0	0	31
61123	0	0	0	50
61305	6	0	0	94
61488	5	0	0	92
61670	9	5	0	60
61852	7	1	10	37
62035	11	25	6	62
62218	9	30	0	60
62400	5	28	0	74
62582	5	29	0	152
62765	8	3	0	73
62947	0	15	13	59
63130	0	5	4	137
63312	0	0	15	134
63499	0	0	0	27
63681	0	3	16	150
63863	0	0	0	148
64046	0	0	45	102
64228	0	0	0	34
64410	0	0	0	55
64593	0	0	0	96
64776	0	0	0	48
64958	0	0	0	58
65140	0	1	9	45
65323	0	8	0	107
65505	0	8	13	101
65687	0	0	0	158
65870	0	4	0	134
66053	0	0	0	137
66235	0	0	0	139
66417	0	0	0	136
66599	0	0	0	138
66782	0	0	0	138
66965	0	0	0	245
67147	0	0	0	144
67330	0	0	0	6
67512	0	0	0	74
67694	0	0	0	156
67876	0	0	0	126
68059	0	0	18	154
68242	0	0	0	120
68424	0	0	0	144
68606	0	0	0	197
68789	0	0	0	252
68975	0	0	0	252
69157	0	0	0	159
69340	0	1	15	105
69522	0	1	17	122
69705	0	0	10	125
69888	0	9	0	134
70070	0	9	0	191
